date,product,sales,inventory,weather_score,event_flag,price
2024-02-09 11:14:36.952884,Eggs,58,93,1.05,0,2.884635711003302
2024-02-09 11:14:36.952884,Coffee,32,94,1.05,0,2.807744610425372
2024-02-09 11:14:36.952884,Bananas,90,196,1.05,0,3.0688952002101586
2024-02-09 11:14:36.952884,Yogurt,53,125,1.05,0,3.7528950262274723
2024-02-09 11:14:36.952884,Cereal,52,99,1.05,0,1.9703028993094032
2024-02-10 11:14:36.952884,Milk,127,278,1.06,0,2.383380570065132
2024-02-10 11:14:36.952884,Bread,101,299,1.06,0,3.9655268611990073
2024-02-10 11:14:36.952884,Eggs,69,175,1.06,0,2.840240915860301
2024-02-10 11:14:36.952884,Coffee,41,103,1.06,0,1.9065423483622284
2024-02-10 11:14:36.952884,Bananas,85,243,1.06,0,3.5563431073079226
2024-02-10 11:14:36.952884,Yogurt,43,124,1.06,0,3.665159723751021
2024-02-10 11:14:36.952884,Cereal,55,86,1.06,0,1.56591743624313
2024-02-11 11:14:36.952884,Milk,171,509,1.06,0,1.8760422277588205
2024-02-11 11:14:36.952884,Bread,107,255,1.06,0,2.452227141577554
2024-02-11 11:14:36.952884,Eggs,67,142,1.06,0,2.1835176798267657
2024-02-11 11:14:36.952884,Coffee,42,66,1.06,0,3.661805940637633
2024-02-11 11:14:36.952884,Bananas,94,249,1.06,0,3.86191432470607
2024-02-11 11:14:36.952884,Yogurt,54,149,1.06,0,2.118370254357994
2024-02-11 11:14:36.952884,Cereal,36,105,1.06,0,3.0154365861272003
2024-02-12 11:14:36.952884,Milk,109,200,1.07,0,3.1792517110146417
2024-02-12 11:14:36.952884,Bread,63,105,1.07,0,3.178932988981999
2024-02-12 11:14:36.952884,Eggs,68,155,1.07,0,3.4307959793390985
2024-02-12 11:14:36.952884,Coffee,38,88,1.07,0,2.902344928838466
2024-02-12 11:14:36.952884,Bananas,76,213,1.07,0,2.5087071655309927
2024-02-12 11:14:36.952884,Yogurt,51,130,1.07,0,2.0324104037722766
2024-02-12 11:14:36.952884,Cereal,48,81,1.07,0,1.5363616641697049
2024-02-13 11:14:36.952884,Milk,130,271,1.07,0,2.5936873050593228
2024-02-13 11:14:36.952884,Bread,61,174,1.07,0,2.370638667558251
2024-02-13 11:14:36.952884,Eggs,70,146,1.07,0,3.0552167505696834
2024-02-13 11:14:36.952884,Coffee,33,92,1.07,0,3.8738015591441055
2024-02-13 11:14:36.952884,Bananas,56,122,1.07,0,3.950081438213693
2024-02-13 11:14:36.952884,Yogurt,46,102,1.07,0,2.3218790257187703
2024-02-13 11:14:36.952884,Cereal,32,51,1.07,0,1.822199304776623
2024-02-14 11:14:36.952884,Milk,124,209,1.08,0,1.879756733780736
2024-02-14 11:14:36.952884,Bread,88,156,1.08,0,2.364168208309658
2024-02-14 11:14:36.952884,Eggs,49,139,1.08,0,2.6849041006571808
2024-02-14 11:14:36.952884,Coffee,28,50,1.08,0,1.6021715406661972
2024-02-14 11:14:36.952884,Bananas,82,143,1.08,0,2.1964758475798964
2024-02-14 11:14:36.952884,Yogurt,46,83,1.08,0,2.4106746526201888
2024-02-14 11:14:36.952884,Cereal,34,76,1.08,0,3.2259870715734134
2024-02-15 11:14:36.952884,Milk,101,283,1.08,0,3.802181001329533
2024-02-15 11:14:36.952884,Bread,86,136,1.08,0,2.1921941203680095
2024-02-15 11:14:36.952884,Eggs,63,111,1.08,0,2.0233733083417755
2024-02-15 11:14:36.952884,Coffee,37,76,1.08,0,2.7113074629775533
2024-02-15 11:14:36.952884,Bananas,59,129,1.08,0,3.3686773453343912
2024-02-15 11:14:36.952884,Yogurt,57,88,1.08,0,2.131092360860052
2024-02-15 11:14:36.952884,Cereal,44,99,1.08,0,2.830283713163289
2024-02-16 11:14:36.952884,Milk,119,197,1.09,0,2.618530917058637
2024-02-16 11:14:36.952884,Bread,63,119,1.09,0,2.4432104077615566
2024-02-16 11:14:36.952884,Eggs,60,91,1.09,0,2.3051979139579455
2024-02-16 11:14:36.952884,Coffee,30,50,1.09,0,3.7263182018497374
2024-02-16 11:14:36.952884,Bananas,64,152,1.09,0,3.197755797861224
2024-02-16 11:14:36.952884,Yogurt,47,76,1.09,0,2.8427663545463693
2024-02-16 11:14:36.952884,Cereal,49,116,1.09,0,3.363598685460825
2024-02-17 11:14:36.952884,Milk,126,242,1.09,0,2.4077057409965876
2024-02-17 11:14:36.952884,Bread,114,281,1.09,0,2.92694576167228
2024-02-17 11:14:36.952884,Eggs,55,90,1.09,0,1.88214784796083
2024-02-17 11:14:36.952884,Coffee,40,74,1.09,0,1.9017034331488891
2024-02-17 11:14:36.952884,Bananas,88,154,1.09,0,3.741913561566063
2024-02-17 11:14:36.952884,Yogurt,48,77,1.09,0,2.8112784739256367
2024-02-17 11:14:36.952884,Cereal,46,76,1.09,0,2.494638997614354
2024-02-18 11:14:36.952884,Milk,148,437,1.1,0,3.6637678147349506
2024-02-18 11:14:36.952884,Bread,108,189,1.1,0,3.1716080498110775
2024-02-18 11:14:36.952884,Eggs,78,225,1.1,0,2.8919072325348245
2024-02-18 11:14:36.952884,Coffee,27,71,1.1,0,1.9676093713938085
2024-02-18 11:14:36.952884,Bananas,105,208,1.1,0,2.563591096541042
2024-02-18 11:14:36.952884,Yogurt,42,70,1.1,0,3.0265501061040814
2024-02-18 11:14:36.952884,Cereal,45,86,1.1,0,2.9530955535565306
2024-02-19 11:14:36.952884,Milk,114,262,1.1,0,1.6295588420560674
2024-02-19 11:14:36.952884,Bread,69,138,1.1,0,1.8360366923474356
2024-02-19 11:14:36.952884,Eggs,68,127,1.1,0,3.203756805559823
2024-02-19 11:14:36.952884,Coffee,31,81,1.1,0,2.989096851519611
2024-02-19 11:14:36.952884,Bananas,49,99,1.1,0,3.823822860619565
2024-02-19 11:14:36.952884,Yogurt,42,115,1.1,0,3.9125672766662816
2024-02-19 11:14:36.952884,Cereal,43,125,1.1,0,1.9530826654141504
2024-02-20 11:14:36.952884,Milk,105,167,1.11,0,3.3528016232251474
2024-02-20 11:14:36.952884,Bread,100,170,1.11,0,3.4881682796497255
2024-02-20 11:14:36.952884,Eggs,61,109,1.11,0,1.9091398571642613
2024-02-20 11:14:36.952884,Coffee,36,89,1.11,0,2.8076635619227983
2024-02-20 11:14:36.952884,Bananas,73,148,1.11,0,3.6930013520327707
2024-02-20 11:14:36.952884,Yogurt,57,123,1.11,0,2.442361073562269
2024-02-20 11:14:36.952884,Cereal,38,83,1.11,0,2.253444685410355
2024-02-21 11:14:36.952884,Milk,117,216,1.11,0,3.748936433186421
2024-02-21 11:14:36.952884,Bread,107,222,1.11,0,2.8588821527849717
2024-02-21 11:14:36.952884,Eggs,61,102,1.11,0,3.849580309033688
2024-02-21 11:14:36.952884,Coffee,38,92,1.11,0,2.3372640366427153
2024-02-21 11:14:36.952884,Bananas,82,199,1.11,0,2.8336527299408036
2024-02-21 11:14:36.952884,Yogurt,45,127,1.11,0,3.4714930280613268
2024-02-21 11:14:36.952884,Cereal,38,71,1.11,0,3.359865731431692
2024-02-22 11:14:36.952884,Milk,102,158,1.12,0,2.9247242121782913
2024-02-22 11:14:36.952884,Bread,92,185,1.12,0,3.5531432616800322
2024-02-22 11:14:36.952884,Eggs,62,103,1.12,0,3.6161307293362954
2024-02-22 11:14:36.952884,Coffee,33,88,1.12,0,1.8747935683719343
2024-02-22 11:14:36.952884,Bananas,67,123,1.12,0,3.3056314209826656
2024-02-22 11:14:36.952884,Yogurt,55,139,1.12,0,2.8568111083689907
2024-02-22 11:14:36.952884,Cereal,50,93,1.12,0,2.3642399837597985
2024-02-23 11:14:36.952884,Milk,86,188,1.12,0,3.8682083490295383
2024-02-23 11:14:36.952884,Bread,106,183,1.12,0,2.9655745800419933
2024-02-23 11:14:36.952884,Eggs,82,125,1.12,0,3.6803097723603786
2024-02-23 11:14:36.952884,Coffee,35,101,1.12,0,2.9128329589730226
2024-02-23 11:14:36.952884,Bananas,85,217,1.12,0,1.8813476072856534
2024-02-23 11:14:36.952884,Yogurt,51,120,1.12,0,3.01678761595714
2024-02-23 11:14:36.952884,Cereal,51,147,1.12,0,3.813921282266941
2024-02-24 11:14:36.952884,Milk,141,306,1.12,0,1.783095114601888
2024-02-24 11:14:36.952884,Bread,122,291,1.12,0,2.4975067596753258
2024-02-24 11:14:36.952884,Eggs,84,132,1.12,0,2.3379931041147524
2024-02-24 11:14:36.952884,Coffee,32,73,1.12,0,3.7996390410319014
2024-02-24 11:14:36.952884,Bananas,74,149,1.12,0,2.367383004740569
2024-02-24 11:14:36.952884,Yogurt,54,99,1.12,0,2.6310987903317336
2024-02-24 11:14:36.952884,Cereal,57,97,1.12,0,1.9409674662655583
2024-02-25 11:14:36.952884,Milk,91,261,1.13,0,2.4059847477915826
2024-02-25 11:14:36.952884,Bread,121,286,1.13,0,3.080660719798826
2024-02-25 11:14:36.952884,Eggs,69,112,1.13,0,3.9921856296148683
2024-02-25 11:14:36.952884,Coffee,31,69,1.13,0,2.9884625433001095
2024-02-25 11:14:36.952884,Bananas,100,181,1.13,0,3.745135723601784
2024-02-25 11:14:36.952884,Yogurt,56,101,1.13,0,1.9767193016591664
2024-02-25 11:14:36.952884,Cereal,46,107,1.13,0,1.664271598570881
2024-02-26 11:14:36.952884,Milk,109,290,1.13,0,2.6332220868700693
2024-02-26 11:14:36.952884,Bread,52,109,1.13,0,2.899100828270545
2024-02-26 11:14:36.952884,Eggs,70,121,1.13,0,1.9548203262381778
2024-02-26 11:14:36.952884,Coffee,27,66,1.13,0,2.5218354277452413
2024-02-26 11:14:36.952884,Bananas,70,107,1.13,0,1.890381493415476
2024-02-26 11:14:36.952884,Yogurt,56,86,1.13,0,2.0549304048323735
2024-02-26 11:14:36.952884,Cereal,50,92,1.13,0,3.179731858996821
2024-02-27 11:14:36.952884,Milk,109,270,1.14,0,2.095456952616816
2024-02-27 11:14:36.952884,Bread,94,155,1.14,0,2.107930477498635
2024-02-27 11:14:36.952884,Eggs,67,183,1.14,0,2.492958824046137
2024-02-27 11:14:36.952884,Coffee,37,92,1.14,0,2.0124607385395525
2024-02-27 11:14:36.952884,Bananas,87,132,1.14,0,1.71377132713617
2024-02-27 11:14:36.952884,Yogurt,47,85,1.14,0,1.5663305096845492
2024-02-27 11:14:36.952884,Cereal,44,93,1.14,0,3.7316792776924372
2024-02-28 11:14:36.952884,Milk,97,264,1.14,0,2.35454337924469
2024-02-28 11:14:36.952884,Bread,78,186,1.14,0,2.1701591020571906
2024-02-28 11:14:36.952884,Eggs,48,116,1.14,0,2.523529130478101
2024-02-28 11:14:36.952884,Coffee,24,46,1.14,0,3.8711332674053915
2024-02-28 11:14:36.952884,Bananas,101,267,1.14,0,1.8502829394161313
2024-02-28 11:14:36.952884,Yogurt,49,139,1.14,0,3.499638139868288
2024-02-28 11:14:36.952884,Cereal,49,104,1.14,0,1.5561732708002936
2024-02-29 11:14:36.952884,Milk,125,306,1.14,0,2.1447192135830058
2024-02-29 11:14:36.952884,Bread,65,111,1.14,0,3.5873255919982476
2024-02-29 11:14:36.952884,Eggs,61,107,1.14,0,2.1807683162984226
2024-02-29 11:14:36.952884,Coffee,37,56,1.14,0,3.7857470164012477
2024-02-29 11:14:36.952884,Bananas,83,158,1.14,0,2.8854450062894834
2024-02-29 11:14:36.952884,Yogurt,42,104,1.14,0,3.5743545092680042
2024-02-29 11:14:36.952884,Cereal,44,105,1.14,0,3.162591686365639
2024-03-01 11:14:36.952884,Milk,143,252,1.15,0,3.7860298648123996
2024-03-01 11:14:36.952884,Bread,66,150,1.15,0,1.6174149169376375
2024-03-01 11:14:36.952884,Eggs,51,89,1.15,0,3.345084041065926
2024-03-01 11:14:36.952884,Coffee,37,69,1.15,0,2.4732390351049416
2024-03-01 11:14:36.952884,Bananas,74,143,1.15,0,2.3891817911623727
2024-03-01 11:14:36.952884,Yogurt,44,103,1.15,0,2.690126005497749
2024-03-01 11:14:36.952884,Cereal,51,127,1.15,0,3.842074348311895
2024-03-02 11:14:36.952884,Milk,141,218,1.15,0,2.1556601107495625
2024-03-02 11:14:36.952884,Bread,142,339,1.15,0,1.6285645337106258
2024-03-02 11:14:36.952884,Eggs,106,212,1.15,0,3.4272805093645546
2024-03-02 11:14:36.952884,Coffee,39,64,1.15,0,1.687844454339522
2024-03-02 11:14:36.952884,Bananas,104,263,1.15,0,2.5870683465093656
2024-03-02 11:14:36.952884,Yogurt,76,142,1.15,0,3.547755794185499
2024-03-02 11:14:36.952884,Cereal,53,101,1.15,0,2.9755766671727177
2024-03-03 11:14:36.952884,Milk,187,381,1.15,0,1.7289551833165855
2024-03-03 11:14:36.952884,Bread,127,225,1.15,0,2.8547523684458955
2024-03-03 11:14:36.952884,Eggs,84,235,1.15,0,3.3305622160239032
2024-03-03 11:14:36.952884,Coffee,43,109,1.15,0,3.6229891289132983
2024-03-03 11:14:36.952884,Bananas,122,228,1.15,0,2.723562409107851
2024-03-03 11:14:36.952884,Yogurt,64,113,1.15,0,2.9198630763815734
2024-03-03 11:14:36.952884,Cereal,50,143,1.15,0,1.584864946464497
2024-03-04 11:14:36.952884,Milk,105,303,1.16,0,3.9276456129134196
2024-03-04 11:14:36.952884,Bread,107,312,1.16,0,2.6855355416436595
2024-03-04 11:14:36.952884,Eggs,64,126,1.16,0,3.5722886853766935
2024-03-04 11:14:36.952884,Coffee,36,55,1.16,0,2.9906746962051325
2024-03-04 11:14:36.952884,Bananas,79,127,1.16,0,3.2407219396953493
2024-03-04 11:14:36.952884,Yogurt,50,100,1.16,0,3.311916928821904
2024-03-04 11:14:36.952884,Cereal,43,99,1.16,0,3.476807912097409
2024-03-05 11:14:36.952884,Milk,118,233,1.16,0,3.0647284410925226
2024-03-05 11:14:36.952884,Bread,96,177,1.16,0,1.561001953891345
2024-03-05 11:14:36.952884,Eggs,73,204,1.16,0,1.553173527125968
2024-03-05 11:14:36.952884,Coffee,37,107,1.16,0,3.4969580894341634
2024-03-05 11:14:36.952884,Bananas,98,293,1.16,0,2.3767795386292754
2024-03-05 11:14:36.952884,Yogurt,48,106,1.16,0,3.068763658045925
2024-03-05 11:14:36.952884,Cereal,54,151,1.16,0,3.9602086729982378
2024-03-06 11:14:36.952884,Milk,118,251,1.16,0,3.343955753972229
2024-03-06 11:14:36.952884,Bread,113,209,1.16,0,1.7761852828284868
2024-03-06 11:14:36.952884,Eggs,51,99,1.16,0,2.0840193776247746
2024-03-06 11:14:36.952884,Coffee,31,48,1.16,0,1.5446848368335346
2024-03-06 11:14:36.952884,Bananas,84,174,1.16,0,3.199118206732675
2024-03-06 11:14:36.952884,Yogurt,54,98,1.16,0,3.8749029598755635
2024-03-06 11:14:36.952884,Cereal,51,148,1.16,0,2.6685037781246743
2024-03-07 11:14:36.952884,Milk,122,295,1.17,0,1.9175848652301881
2024-03-07 11:14:36.952884,Bread,95,229,1.17,0,2.7817212775412714
2024-03-07 11:14:36.952884,Eggs,69,127,1.17,0,1.9413200800137707
2024-03-07 11:14:36.952884,Coffee,33,88,1.17,0,2.3753131479168252
2024-03-07 11:14:36.952884,Bananas,78,123,1.17,0,3.9227565753520284
2024-03-07 11:14:36.952884,Yogurt,64,162,1.17,0,1.8847397658496376
2024-03-07 11:14:36.952884,Cereal,41,111,1.17,0,2.061101429591652
2024-03-08 11:14:36.952884,Milk,131,313,1.17,0,2.950215519594528
2024-03-08 11:14:36.952884,Bread,72,117,1.17,0,3.693652156575951
2024-03-08 11:14:36.952884,Eggs,59,167,1.17,0,3.8891287455743835
2024-03-08 11:14:36.952884,Coffee,35,97,1.17,0,3.523790186812195
2024-03-08 11:14:36.952884,Bananas,94,153,1.17,0,2.5211330326767465
2024-03-08 11:14:36.952884,Yogurt,69,142,1.17,0,2.1493844594008156
2024-03-08 11:14:36.952884,Cereal,44,71,1.17,0,2.0504580048745282
2024-03-09 11:14:36.952884,Milk,210,530,1.17,0,1.6903271487257505
2024-03-09 11:14:36.952884,Bread,130,288,1.17,0,2.9810194616487937
2024-03-09 11:14:36.952884,Eggs,92,251,1.17,0,2.3695230197554826
2024-03-09 11:14:36.952884,Coffee,45,85,1.17,0,3.696574965887895
2024-03-09 11:14:36.952884,Bananas,136,366,1.17,0,3.1461295866460635
2024-03-09 11:14:36.952884,Yogurt,68,173,1.17,0,3.200351929400751
2024-03-09 11:14:36.952884,Cereal,53,128,1.17,0,3.381791598894103
2024-03-10 11:14:36.952884,Milk,162,324,1.17,0,3.3587706407290194
2024-03-10 11:14:36.952884,Bread,134,233,1.17,0,3.5449175602976553
2024-03-10 11:14:36.952884,Eggs,78,117,1.17,0,2.217595332937282
